"Zip Code","City","State","lat","lng","% of Visits","Visits","YoY Change in Visits","% YoY Change in Visits"
"78537","Donna","TX","26.173243510118095","-98.05743413936362","0.116","413","366","778.7234042553191"
"88415","Clayton","NM","36.35167992129692","-103.3263818730881","0.114","403","-136","-25.231910946196656"
"79022","Dalhart","TX","36.10008301191853","-102.61442135120872","0.112","396","-411","-50.92936802973978"
"79404","Lubbock","TX","33.52648806553675","-101.79858126144487","0.098","348","-51","-12.781954887218049"
"88203","Roswell","NM","33.221728041813016","-104.43899056503476","0.098","348","129","58.904109589041084"
"79063","Nazareth","TX","34.51063431245243","-102.11499195548036","0.097","346","-272","-44.01294498381877"
"79371","Sudan","TX","33.97942401101909","-102.69412386351678","0.097","344","-94","-21.461187214611876"
"78681","Round Rock","TX","30.535482606092774","-97.719795927973","0.091","324","256","376.4705882352941"
"79088","Tulia","TX","34.574614047579736","-101.69315839846698","0.091","322","-5","-1.5290519877675823"
"79416","Lubbock","TX","33.604734041210975","-101.97654368358766","0.086","305","57","22.983870967741925"
"79406","Lubbock","TX","33.58338747387883","-101.8808257886044","0.083","293","-272","-48.14159292035398"
"79346","Morton","TX","33.64806014106225","-102.82305385376857","0.08","283","-114","-28.71536523929471"
"79064","Olton","TX","34.1773668376282","-102.12699774402482","0.078","276","-566","-67.2209026128266"
"79001","Adrian","TX","35.28240315192947","-102.80226214312694","0.075","266","7","2.7027027027026973"
"79041","Hale Center","TX","34.037595439054265","-101.93473105325901","0.07","249","225","937.5"
"79101","Amarillo","TX","35.206072304121726","-101.83950020672927","0.068","240","95","65.51724137931035"
"67846","Garden City","KS","38.02310699168467","-100.77756756912721","0.062","220","169","331.37254901960785"
"79424","Lubbock","TX","33.46865422690192","-101.93881477244446","0.059","210","58","38.1578947368421"
"68025","Fremont","NE","41.43747304401638","-96.49152295013575","0.059","208","50","31.645569620253156"
"79241","Aiken","TX","34.180661784683394","-101.38506755609565","0.058","206","122","145.23809523809524"
"78840","Del Rio","TX","29.744920017899734","-100.92365292522068","0.058","205","165","412.5"
"88260","Lovington","NM","32.98703042996358","-103.3979637224464","0.055","195","66","51.162790697674424"
"79413","Lubbock","TX","33.54575595413787","-101.88777890226807","0.055","195","61","45.5223880597015"
"79104","Amarillo","TX","35.20111815590894","-101.79012148428873","0.054","193","-98","-33.67697594501718"
"79415","Lubbock","TX","33.69864224129021","-101.90500508085017","0.054","193","22","12.865497076023402"
"79065","Pampa","TX","35.52363508264797","-100.90377604858887","0.054","192","-500","-72.25433526011561"
"87123","Albuquerque","NM","35.06206500409539","-106.46988781443308","0.051","180","180","N/A"
"79042","Happy","TX","34.74801981123924","-101.89447989086281","0.05","179","-141","-44.06250000000001"
"79007","Borger","TX","35.66634225987298","-101.41441711628438","0.05","177","-302","-63.048016701461385"
"38108","Memphis","TN","35.17630117964145","-89.96389131037793","0.046","162","162","N/A"
"78599","Weslaco","TX","26.21808461513023","-97.99086925045412","0.044","155","65","72.22222222222223"
"79423","Lubbock","TX","33.43376338653662","-101.84752573889398","0.042","150","-76","-33.62831858407079"
"67124","Pratt","KS","37.636442049899976","-98.77233554473514","0.042","148","-77","-34.22222222222222"
"79339","Littlefield","TX","33.879343088327715","-102.3469040418395","0.041","146","-230","-61.170212765957444"
"21157","Westminster","MD","39.548920385057286","-76.9815867007363","0.041","145","145","N/A"
"79360","Seminole","TX","32.6901903646258","-102.72479598406596","0.041","144","-98","-40.49586776859504"
"79016","Canyon","TX","34.98338271531772","-101.91480372198396","0.04","143","90","169.81132075471697"
"83202","Pocatello","ID","42.970594023031985","-112.3474000410795","0.04","140","140","N/A"
"78751","Austin","TX","30.31075594225005","-97.7227668019997","0.037","131","131","N/A"
"82070","Laramie","WY","41.214062601116524","-105.85038234606212","0.036","129","-299","-69.85981308411215"
"44857","Norwalk","OH","41.21785780360737","-82.58212346231764","0.036","127","127","N/A"
"79019","Claude","TX","34.98100898096355","-101.39288334811378","0.035","124","76","158.33333333333334"
"88240","Hobbs","NM","32.672877931168195","-103.43455340594355","0.035","123","-402","-76.57142857142857"
"88124","Melrose","NM","34.5276694426037","-103.64728981904858","0.034","121","95","365.3846153846154"
"79762","Odessa","TX","31.925724369627048","-102.35503459508968","0.034","120","-20","-14.28571428571429"
"77845","College Station","TX","30.56211210361931","-96.27608682830515","0.034","120","6","5.263157894736836"
"79323","Denver City","TX","32.946777505571","-102.89675155879529","0.034","119","7","6.25"
"79098","Wildorado","TX","35.15669215842383","-102.2164499411551","0.033","118","-292","-71.21951219512195"
"88120","Grady","NM","34.90329951357088","-103.42523210383054","0.032","114","53","86.88524590163935"
"79316","Brownfield","TX","33.134775062285385","-102.30580528391617","0.032","113","-233","-67.34104046242774"
"79091","Umbarger","TX","34.87049426929754","-102.11431329730304","0.032","112","101","918.1818181818181"
"88201","Roswell","NM","33.66513672397501","-104.48931859871631","0.031","111","-79","-41.57894736842105"
"73521","Altus","OK","34.63547410732039","-99.31537107485516","0.031","111","50","81.9672131147541"
"79053","Lazbuddie","TX","34.4028374101699","-102.59107780507655","0.031","111","-24","-17.777777777777782"
"89502","Reno","NV","39.49382571833828","-119.74698636314304","0.031","110","110","N/A"
"78589","San Juan","TX","26.15359776116458","-98.1597663865182","0.03","108","108","N/A"
"79070","Perryton","TX","36.25348107200919","-100.80733005435931","0.03","107","-76","-41.53005464480874"
"88310","Alamogordo","NM","32.71817047750559","-106.07242266796105","0.03","106","7","7.070707070707072"
"76903","San Angelo","TX","31.48170039937002","-100.43786589089761","0.029","104","-67","-39.18128654970761"
"85755","Tucson","AZ","32.46835457440197","-110.98151642490521","0.029","103","103","N/A"
"74135","Tulsa","OK","36.097277380484904","-95.92317088975759","0.028","100","100","N/A"
"77340","Huntsville","TX","30.646014770461207","-95.53442154612152","0.028","99","99","N/A"
"79761","Odessa","TX","31.85604071530122","-102.34851387783364","0.028","98","-56","-36.36363636363637"
"79927","El Paso","TX","31.64563107501262","-106.27354917772826","0.027","97","69","246.42857142857144"
"79720","Big Spring","TX","32.20171295294419","-101.5139270440693","0.027","97","97","N/A"
"74729","Caddo","OK","34.146726210228515","-96.2528965422102","0.027","97","97","N/A"
"79086","Sunray","TX","36.1353249499791","-101.79255606781373","0.027","95","-128","-57.399103139013455"
"79403","Lubbock","TX","33.64332669804446","-101.76598316449346","0.026","93","-87","-48.33333333333333"
"73945","Hooker","OK","36.8320914391091","-101.22473680752996","0.026","92","92","N/A"
"76706","Waco","TX","31.464993771177568","-97.09128159318361","0.026","91","91","N/A"
"93272","Tipton","CA","36.04817610827034","-119.34536762270218","0.026","91","-117","-56.25"
"73160","Oklahoma City","OK","35.33573076070976","-97.47651591441362","0.026","91","55","152.77777777777777"
"87401","Farmington","NM","36.7382110399992","-108.18377797699617","0.026","91","-144","-61.27659574468085"
"82240","Torrington","WY","42.23067488477055","-104.17821487077147","0.026","90","90","N/A"
"79904","El Paso","TX","31.850060668631926","-106.45419000086493","0.025","89","89","N/A"
"79121","Amarillo","TX","35.17446145953023","-101.92921929547639","0.025","89","-124","-58.21596244131455"
"78741","Austin","TX","30.230062791991042","-97.71389773808441","0.025","87","-284","-76.54986522911051"
"79111","Amarillo","TX","35.219337860832525","-101.68954384215323","0.025","87","3","3.571428571428581"
"80239","Denver","CO","39.78801263529561","-104.8332927661181","0.024","86","86","N/A"
"79044","Hartley","TX","35.8745863705333","-102.37903551527832","0.024","84","70","500"
"78014","Cotulla","TX","28.398369417217644","-99.10949206083016","0.023","83","43","107.50000000000001"
"79766","Odessa","TX","31.710134885104765","-102.36190948403244","0.023","82","8","10.81081081081081"
"88242","Hobbs","NM","32.81653374393782","-103.1601328054865","0.023","82","82","N/A"
"10024","New York","NY","40.78537132498081","-73.97133550336986","0.023","81","81","N/A"
"88112","Broadview","NM","34.91022289295816","-103.15871084825987","0.023","81","0","0"
"77801","Bryan","TX","30.639655071229488","-96.36444978149972","0.023","80","34","73.91304347826086"
"79084","Stratford","TX","36.2550144993835","-102.01824816066527","0.022","80","52","185.71428571428572"
"79014","Canadian","TX","35.91912662237922","-100.32119998242305","0.022","79","-8","-9.195402298850574"
"76904","San Angelo","TX","31.28845124308329","-100.41695933817539","0.022","79","27","51.92307692307692"
"79355","Plains","TX","33.166061593541436","-102.8947970494763","0.022","78","-71","-47.651006711409394"
"79312","Amherst","TX","34.06212571477103","-102.36780670724407","0.022","77","-124","-61.69154228855722"
"63011","Ballwin","MO","38.60339681186398","-90.5583793075753","0.021","76","76","N/A"
"79356","Post","TX","33.25618060293353","-101.3324662740323","0.021","76","24","46.153846153846146"
"79412","Lubbock","TX","33.54636863380272","-101.8576300587162","0.021","75","-9","-10.71428571428571"
"79706","Midland","TX","31.83621278198279","-101.97026804011475","0.021","74","63","572.7272727272727"
"81052","Lamar","CO","37.9423909139954","-102.65627840069561","0.021","74","74","N/A"
"79311","Abernathy","TX","33.857807207900684","-101.88224912635584","0.021","74","-74","-50"
"79934","El Paso","TX","31.952108246000222","-106.43391320757699","0.021","73","48","192"
"74820","Ada","OK","34.80691140129803","-96.71348148484095","0.021","73","58","386.66666666666663"
"80401","Golden","CO","39.71672537737684","-105.23287186098389","0.021","73","73","N/A"
"76543","Killeen","TX","31.123428364794794","-97.64075458871136","0.021","73","45","160.71428571428572"
"79096","Wheeler","TX","35.451332458121186","-100.19831502362489","0.021","73","25","52.08333333333333"
"81321","Cortez","CO","37.31825726120613","-108.76263363943208","0.02","72","72","N/A"
"81101","Alamosa","CO","37.471951450061695","-105.85237536705222","0.02","72","72","N/A"
"17543","Elm","PA","40.18219756437568","-76.30042033645032","0.02","71","71","N/A"
"79313","Anton","TX","33.812620925071","-102.16092406298006","0.02","70","39","125.80645161290325"
"67880","Ulysses","KS","37.60482958101519","-101.32382934143614","0.019","68","19","38.775510204081634"
"60804","Cicero","IL","41.840036090339055","-87.75925484906699","0.019","67","67","N/A"
"99709","Fairbanks","AK","64.87401807460633","-148.2245818564095","0.019","67","67","N/A"
"75010","Carrollton","TX","33.03059429531195","-96.90148165439345","0.019","67","-258","-79.38461538461539"
"79082","Springlake","TX","34.2188185684223","-102.28619330129497","0.019","66","32","94.11764705882352"
"79018","Channing","TX","35.69323056670524","-102.33771099251337","0.019","66","-8","-10.81081081081081"
"79549","Dunn","TX","32.90153080789933","-100.90406756770811","0.019","66","-6","-8.333333333333337"
"73119","Oklahoma City","OK","35.42149430066713","-97.56896202197316","0.018","65","37","132.14285714285717"
"79912","El Paso","TX","31.84839693260608","-106.532745197807","0.018","65","65","N/A"
"79382","Wolfforth","TX","33.46578704374731","-102.02288188600171","0.018","64","-49","-43.36283185840708"
"79764","Odessa","TX","31.885426303840358","-102.47387308788298","0.018","64","49","326.6666666666667"
"66605","Topeka","KS","39.01167711674237","-95.63279949957796","0.018","63","63","N/A"
"76010","Arlington","TX","32.72270911302664","-97.08065919751111","0.018","63","63","N/A"
"79936","El Paso","TX","31.77371689822876","-106.29629289773851","0.018","62","-210","-77.20588235294117"
"73072","Norman","OK","35.211058604398836","-97.50516063634765","0.017","61","-60","-49.586776859504134"
"93727","Fresno","CA","36.751180649588626","-119.69733313597256","0.017","61","61","N/A"
"78730","Austin","TX","30.36320046489184","-97.83842551814168","0.017","61","61","N/A"
"29307","Spartanburg","SC","34.98383364060331","-81.83148213358531","0.017","61","61","N/A"
"88210","Artesia","NM","32.77272984538128","-104.22569189503969","0.017","61","15","32.6086956521739"
"64836","Carthage","MO","37.18885658701309","-94.28898301192706","0.017","60","60","N/A"
"88121","House","NM","34.679808787605616","-103.97724506319413","0.017","60","60","N/A"
"02128","East Boston","MA","42.373391534022645","-71.0162215098359","0.017","60","60","N/A"
"88007","Las Cruces","NM","32.371031027707325","-106.99840058036742","0.017","59","59","N/A"
"85716","Tucson","AZ","32.242199348865846","-110.92352878258325","0.017","59","-361","-85.95238095238096"
"92301","Adelanto","CA","34.651828403769166","-117.52615081091056","0.016","58","58","N/A"
"75041","Garland","TX","32.881025044865915","-96.65147298736309","0.016","57","57","N/A"
"73644","Elk City","OK","35.40327068125286","-99.42716994433746","0.016","57","25","78.125"
"79363","Shallowater","TX","33.70764645166842","-102.03805766384377","0.016","57","-27","-32.14285714285714"
"73951","Tyrone","OK","36.95006692663045","-101.05459010848001","0.016","57","-42","-42.42424242424242"
"43230","Columbus","OH","40.036466166442025","-82.870582342348","0.016","57","57","N/A"
"71409","Boyce","LA","31.312855894727722","-92.699562970207","0.016","56","56","N/A"
"76108","Fort Worth","TX","32.779444328644416","-97.51811126770194","0.016","56","56","N/A"
"88426","Logan","NM","35.52365705616011","-103.4761637106316","0.016","56","31","124.00000000000003"
"79763","Odessa","TX","31.80766109248681","-102.46742853014871","0.016","56","-94","-62.66666666666667"
